paperID,imageID,size,imagenumbers,imagepath,M,N,ImgEntropy,ratio,meangray,vargray,meanR,vargR,meanG,vargG,meanB,vargB,meanH,vargH,meanS,vargS,meanV,vargV
10.1109@TVCG.2007.70519,10.1109@TVCG.2007.70519_09_04_T01.jpg,598728,1,./image/2007/T01/10.1109@TVCG.2007.70519/10.1109@TVCG.2007.70519_09_04_T01.jpg,456,1313,5.203146,2.879386,121.701668,3438.128452,120.695219,7876.094441,121.226532,4069.079912,126.868057,3971.857021,0.365766,0.079644,0.59162,0.081127,0.691776,0.027083
10.1109@TVCG.2007.70519,10.1109@TVCG.2007.70519_09_05_T01.jpg,605112,1,./image/2007/T01/10.1109@TVCG.2007.70519/10.1109@TVCG.2007.70519_09_05_T01.jpg,456,1327,5.156642,2.910088,115.062256,4090.08074,107.251144,11653.44176,113.314466,5004.573826,143.760064,5225.694833,0.477754,0.082503,0.729602,0.105907,0.766109,0.026619
10.1109@TVCG.2007.70519,10.1109@TVCG.2007.70519_09_06_T01.jpg,350094,1,./image/2007/T01/10.1109@TVCG.2007.70519/10.1109@TVCG.2007.70519_09_06_T01.jpg,249,1406,4.39643,5.646586,208.347387,4599.032096,204.97327,6330.879606,210.065188,4428.803519,208.335995,4799.992296,0.164802,0.063442,0.192962,0.087004,0.876527,0.035319
10.1109@TVCG.2007.70519,10.1109@TVCG.2007.70519_09_07_T01.jpg,615586,1,./image/2007/T01/10.1109@TVCG.2007.70519/10.1109@TVCG.2007.70519_09_07_T01.jpg,466,1321,6.01882,2.834764,121.542569,4656.973781,118.721667,10519.57125,121.171,6171.164562,130.742645,5411.344137,0.455853,0.085583,0.674629,0.100384,0.750939,0.031821
10.1109@TVCG.2007.70519,10.1109@TVCG.2007.70519_09_08_T01.jpg,483070,1,./image/2007/T01/10.1109@TVCG.2007.70519/10.1109@TVCG.2007.70519_09_08_T01.jpg,335,1442,5.31685,4.304478,185.955073,5734.749479,189.936614,6430.244795,184.183147,6185.687575,184.627677,6130.443309,0.218758,0.077651,0.257672,0.086202,0.81874,0.045004
10.1109@TVCG.2007.70519,10.1109@TVCG.2007.70519_09_09_T01.jpg,473880,1,./image/2007/T01/10.1109@TVCG.2007.70519/10.1109@TVCG.2007.70519_09_09_T01.jpg,330,1436,4.49512,4.351515,206.717696,4811.092203,205.264006,5840.272947,206.997324,4863.930587,209.075165,4504.401528,0.17507,0.068905,0.172003,0.067693,0.867724,0.038958
allpaper,10.1109@TVCG.2007.70521,,9,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2007.70521,10.1109@TVCG.2007.70521_09_01_T01.jpg,481969,1,./image/2007/T01/10.1109@TVCG.2007.70521/10.1109@TVCG.2007.70521_09_01_T01.jpg,349,1381,1.770724,3.95702,241.019001,2360.293115,241.358293,2314.398292,240.956647,2376.680197,240.440854,2469.774824,0.01176,0.005949,0.006155,0.002981,0.946804,0.035556
10.1109@TVCG.2007.70521,10.1109@TVCG.2007.70521_09_02_T01.jpg,1051344,1,./image/2007/T01/10.1109@TVCG.2007.70521/10.1109@TVCG.2007.70521_09_02_T01.jpg,784,1341,3.107178,1.710459,235.781925,261.659325,233.336736,300.266577,236.028187,258.416626,240.537092,250.739903,0.412587,0.076267,0.037308,0.001168,0.946839,0.002918
10.1109@TVCG.2007.70521,10.1109@TVCG.2007.70521_09_03_T01.jpg,614800,1,./image/2007/T01/10.1109@TVCG.2007.70521/10.1109@TVCG.2007.70521_09_03_T01.jpg,400,1537,4.074303,3.8425,238.607659,777.731623,238.143791,804.581132,238.684899,781.233511,239.427336,754.814598,0.263501,0.084584,0.017997,0.001114,0.944479,0.010918
10.1109@TVCG.2007.70521,10.1109@TVCG.2007.70521_09_04_T01.jpg,1265561,1,./image/2007/T01/10.1109@TVCG.2007.70521/10.1109@TVCG.2007.70521_09_04_T01.jpg,1117,1133,3.088672,1.014324,242.638514,262.305631,241.638756,290.749368,243.048562,254.740126,243.215073,286.612595,0.24546,0.074746,0.019562,0.001132,0.960171,0.003095
10.1109@TVCG.2007.70521,10.1109@TVCG.2007.70521_09_05_T01.jpg,314110,1,./image/2007/T01/10.1109@TVCG.2007.70521/10.1109@TVCG.2007.70521_09_05_T01.jpg,622,505,3.354126,0.811897,241.124106,379.286913,240.098797,414.118325,241.347531,379.053187,242.9338,317.810701,0.309306,0.10007,0.0162,0.000671,0.954197,0.004793
10.1109@TVCG.2007.70521,10.1109@TVCG.2007.70521_09_06_T01.jpg,311928,1,./image/2007/T01/10.1109@TVCG.2007.70521/10.1109@TVCG.2007.70521_09_06_T01.jpg,634,492,3.058642,0.776025,243.003312,254.814067,243.24018,247.052172,243.224209,255.824788,241.190429,415.634262,0.168314,0.058692,0.025735,0.002592,0.962543,0.00263
10.1109@TVCG.2007.70521,10.1109@TVCG.2007.70521_09_07_T01.jpg,561827,1,./image/2007/T01/10.1109@TVCG.2007.70521/10.1109@TVCG.2007.70521_09_07_T01.jpg,967,581,3.959137,0.600827,236.062327,515.708555,235.890934,529.124118,236.19257,515.161905,235.165272,747.785076,0.322722,0.080555,0.040413,0.004486,0.942601,0.006445
10.1109@TVCG.2007.70521,10.1109@TVCG.2007.70521_09_08_T01.jpg,729528,1,./image/2007/T01/10.1109@TVCG.2007.70521/10.1109@TVCG.2007.70521_09_08_T01.jpg,538,1356,3.960017,2.520446,237.088402,571.010612,235.158119,685.413739,237.575046,557.128119,239.761298,473.091182,0.318105,0.083296,0.030647,0.002702,0.944848,0.006173
10.1109@TVCG.2007.70521,10.1109@TVCG.2007.70521_09_09_T01.jpg,1419840,1,./image/2007/T01/10.1109@TVCG.2007.70521/10.1109@TVCG.2007.70521_09_09_T01.jpg,1160,1224,5.129784,1.055172,212.705732,2001.51513,213.408819,2023.7138,212.942392,2005.014624,209.911684,2550.642876,0.365923,0.079877,0.047528,0.014716,0.849968,0.028679
allpaper,10.1109@TVCG.2007.70528,,10,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2007.70528,10.1109@TVCG.2007.70528_10_01_T01.jpg,160056,1,./image/2007/T01/10.1109@TVCG.2007.70528/10.1109@TVCG.2007.70528_10_01_T01.jpg,234,684,1.516483,2.923077,249.49334,538.53356,249.49334,538.53356,249.49334,538.53356,249.49334,538.53356,0,0,0,0,0.978405,0.008282
10.1109@TVCG.2007.70528,10.1109@TVCG.2007.70528_10_02_T01.jpg,68600,1,./image/2007/T01/10.1109@TVCG.2007.70528/10.1109@TVCG.2007.70528_10_02_T01.jpg,98,700,3.453567,7.142857,242.836793,768.032431,241.82172,858.839161,243.535569,723.063298,241.899679,894.726098,0.136752,0.050694,0.023017,0.002923,0.958681,0.010344
10.1109@TVCG.2007.70528,10.1109@TVCG.2007.70528_10_03_T01.jpg,144746,1,./image/2007/T01/10.1109@TVCG.2007.70528/10.1109@TVCG.2007.70528_10_03_T01.jpg,211,686,5.071954,3.251185,220.384826,2098.259356,232.364984,1588.836836,213.328852,2663.861513,225.318026,1546.710293,0.623624,0.136862,0.095821,0.015596,0.913884,0.024406
10.1109@TVCG.2007.70528,10.1109@TVCG.2007.70528_10_04_T01.jpg,143562,1,./image/2007/T01/10.1109@TVCG.2007.70528/10.1109@TVCG.2007.70528_10_04_T01.jpg,213,674,4.807381,3.164319,226.422563,1669.980689,235.991864,1398.896013,220.927488,1997.543449,229.586931,1406.11514,0.623462,0.123286,0.074301,0.009092,0.929009,0.021441
10.1109@TVCG.2007.70528,10.1109@TVCG.2007.70528_10_05_T01.jpg,201576,1,./image/2007/T01/10.1109@TVCG.2007.70528/10.1109@TVCG.2007.70528_10_05_T01.jpg,296,681,4.809112,2.300676,226.530366,1737.173351,232.407692,1595.328014,222.9676,1942.774299,229.242822,1586.552259,0.636006,0.06811,0.053618,0.006253,0.918038,0.024445
10.1109@TVCG.2007.70528,10.1109@TVCG.2007.70528_10_06_T01.jpg,422357,1,./image/2007/T01/10.1109@TVCG.2007.70528/10.1109@TVCG.2007.70528_10_06_T01.jpg,613,689,4.539278,1.12398,222.596633,1821.70313,235.452508,1307.220782,215.272914,2371.267474,226.691891,1396.749328,0.543142,0.180217,0.100686,0.015818,0.924848,0.019491
10.1109@TVCG.2007.70528,10.1109@TVCG.2007.70528_10_07_T01.jpg,405150,1,./image/2007/T01/10.1109@TVCG.2007.70528/10.1109@TVCG.2007.70528_10_07_T01.jpg,555,730,5.637082,1.315315,213.986921,2255.17956,227.161962,1799.022659,206.120067,2800.261594,219.771026,1685.087845,0.723398,0.075079,0.108771,0.015802,0.894635,0.027496
10.1109@TVCG.2007.70528,10.1109@TVCG.2007.70528_10_08_T01.jpg,271878,1,./image/2007/T01/10.1109@TVCG.2007.70528/10.1109@TVCG.2007.70528_10_08_T01.jpg,401,678,3.135891,1.690773,227.75773,2132.958412,227.516684,2152.246361,227.75877,2132.907145,228.231847,2094.117265,0.148857,0.068508,0.004045,0.000072,0.895031,0.032204
10.1109@TVCG.2007.70528,10.1109@TVCG.2007.70528_10_09_T01.jpg,267332,1,./image/2007/T01/10.1109@TVCG.2007.70528/10.1109@TVCG.2007.70528_10_09_T01.jpg,388,689,3.182194,1.775773,229.09805,1714.095192,228.841414,1733.601542,229.102217,1713.81356,229.592712,1676.022703,0.155978,0.070354,0.004044,0.000056,0.90038,0.025771
10.1109@TVCG.2007.70528,10.1109@TVCG.2007.70528_10_10_T01.jpg,205400,1,./image/2007/T01/10.1109@TVCG.2007.70528/10.1109@TVCG.2007.70528_10_10_T01.jpg,325,632,3.786211,1.944615,221.890565,1976.141676,221.635063,1993.842108,221.906767,1975.399951,222.371646,1943.045692,0.15382,0.069074,0.004103,0.000054,0.872109,0.02987
allpaper,10.1109@TVCG.2007.70532,,3,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2007.70532,10.1109@TVCG.2007.70532_03_01_T01.jpg,248625,1,./image/2007/T01/10.1109@TVCG.2007.70532/10.1109@TVCG.2007.70532_03_01_T01.jpg,375,663,5.372422,1.768,127.845643,7736.582563,129.471763,7602.338415,118.929943,8803.420135,169.540919,3953.481458,0.501119,0.098334,0.402689,0.083839,0.667799,0.06069
10.1109@TVCG.2007.70532,10.1109@TVCG.2007.70532_03_02_T01.jpg,192960,1,./image/2007/T01/10.1109@TVCG.2007.70532/10.1109@TVCG.2007.70532_03_02_T01.jpg,288,670,6.665826,2.326389,165.381193,5812.310576,165.876627,6498.515462,170.73665,6197.46547,136.482877,7947.793352,0.296126,0.09119,0.34576,0.09675,0.719864,0.075686
10.1109@TVCG.2007.70532,10.1109@TVCG.2007.70532_03_03_T01.jpg,3164077,1,./image/2007/T01/10.1109@TVCG.2007.70532/10.1109@TVCG.2007.70532_03_03_T01.jpg,2083,1519,6.835136,0.729237,159.845853,7006.007152,167.874728,6277.816992,157.779623,7670.90391,149.386227,7570.425293,0.318485,0.119222,0.276348,0.077949,0.680582,0.087459
allpaper,10.1109@TVCG.2007.70537,,8,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2007.70537,10.1109@TVCG.2007.70537_08_01_T01.jpg,217845,1,./image/2007/T01/10.1109@TVCG.2007.70537/10.1109@TVCG.2007.70537_08_01_T01.jpg,309,705,3.72947,2.281553,231.141142,2673.921969,232.207932,2778.204634,230.699915,2948.011498,230.601005,2935.599065,0.158408,0.083202,0.046702,0.026868,0.924101,0.03162
10.1109@TVCG.2007.70537,10.1109@TVCG.2007.70537_08_02_T01.jpg,1112832,1,./image/2007/T01/10.1109@TVCG.2007.70537/10.1109@TVCG.2007.70537_08_02_T01.jpg,736,1512,2.399907,2.054348,244.641022,970.488429,244.408629,992.563181,244.953541,949.203068,243.603119,1089.75007,0.051561,0.024117,0.008709,0.001862,0.961415,0.01442
10.1109@TVCG.2007.70537,10.1109@TVCG.2007.70537_08_03_T01.jpg,493116,1,./image/2007/T01/10.1109@TVCG.2007.70537/10.1109@TVCG.2007.70537_08_03_T01.jpg,327,1508,2.240027,4.611621,241.361966,1971.339337,241.362442,1965.142058,241.352296,1975.651008,241.400987,1969.127905,0.033801,0.024178,0.001245,0.000085,0.9468,0.030161
10.1109@TVCG.2007.70537,10.1109@TVCG.2007.70537_08_04_T01.jpg,362299,1,./image/2007/T01/10.1109@TVCG.2007.70537/10.1109@TVCG.2007.70537_08_04_T01.jpg,511,709,2.75001,1.387476,241.277254,1581.048151,241.269576,1574.023992,241.274511,1584.880589,241.308392,1579.499123,0.0278,0.018721,0.001139,0.000104,0.946439,0.024167
10.1109@TVCG.2007.70537,10.1109@TVCG.2007.70537_08_05_T01.jpg,352160,1,./image/2007/T01/10.1109@TVCG.2007.70537/10.1109@TVCG.2007.70537_08_05_T01.jpg,496,710,3.675969,1.431452,234.486319,2159.784751,234.551812,2314.171476,234.479927,2266.18833,234.363588,2289.213784,0.155571,0.070047,0.033327,0.01748,0.931005,0.026957
10.1109@TVCG.2007.70537,10.1109@TVCG.2007.70537_08_06_T01.jpg,716562,1,./image/2007/T01/10.1109@TVCG.2007.70537/10.1109@TVCG.2007.70537_08_06_T01.jpg,987,726,2.566539,0.735562,244.240306,1274.163878,244.265882,1271.594623,244.225047,1277.621588,244.221127,1273.35242,0.018302,0.009621,0.001869,0.000237,0.958559,0.019369
10.1109@TVCG.2007.70537,10.1109@TVCG.2007.70537_08_07_T01.jpg,901110,1,./image/2007/T01/10.1109@TVCG.2007.70537/10.1109@TVCG.2007.70537_08_07_T01.jpg,613,1470,2.514333,2.398042,229.963487,2545.558187,231.224662,2472.997199,229.768853,2623.314702,227.855635,2955.018714,0.061087,0.026074,0.05675,0.01729,0.920643,0.028874
10.1109@TVCG.2007.70537,10.1109@TVCG.2007.70537_08_08_T01.jpg,454580,1,./image/2007/T01/10.1109@TVCG.2007.70537/10.1109@TVCG.2007.70537_08_08_T01.jpg,764,595,4.230848,0.778796,237.605999,1277.084066,239.151505,1138.081303,237.021286,1512.677893,236.510256,1553.665412,0.156143,0.068105,0.031455,0.014538,0.945341,0.013114
allpaper,10.1109@TVCG.2007.70556,,8,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_01_T01.jpg,128128,1,./image/2007/T01/10.1109@TVCG.2007.70556/10.1109@TVCG.2007.70556_08_01_T01.jpg,176,728,4.718303,4.136364,211.593867,5051.340491,202.840581,5094.240025,214.381314,5100.791723,220.073419,5120.829305,0.37168,0.078512,0.099778,0.014836,0.863654,0.078612
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_02_T01.jpg,71200,1,./image/2007/T01/10.1109@TVCG.2007.70556/10.1109@TVCG.2007.70556_08_02_T01.jpg,100,712,3.314579,7.12,233.8975,2903.049621,231.174747,3017.821062,234.813483,2878.180607,236.211334,2821.543323,0.248508,0.083906,0.038005,0.009556,0.92696,0.043413
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_03_T01.jpg,85260,1,./image/2007/T01/10.1109@TVCG.2007.70556/10.1109@TVCG.2007.70556_08_03_T01.jpg,245,348,4.206797,1.420408,228.683415,2516.973607,223.140934,2678.032331,230.541473,2511.70936,233.57775,2515.511554,0.283866,0.08426,0.051422,0.008008,0.91769,0.038705
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_04_T01.jpg,1377696,1,./image/2007/T01/10.1109@TVCG.2007.70556/10.1109@TVCG.2007.70556_08_04_T01.jpg,1016,1356,5.15585,1.334646,167.855057,1997.177364,165.747131,2681.73104,168.642133,1944.187062,169.987788,1642.921626,0.549058,0.037534,0.109987,0.035522,0.695363,0.026927
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_05_T01.jpg,102242,1,./image/2007/T01/10.1109@TVCG.2007.70556/10.1109@TVCG.2007.70556_08_05_T01.jpg,469,218,3.262846,0.464819,236.209826,2397.786774,236.766172,2349.36408,236.625428,2389.837756,232.542086,2846.896034,0.085474,0.036919,0.037766,0.014872,0.932498,0.035658
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_06_T01.jpg,465647,1,./image/2007/T01/10.1109@TVCG.2007.70556/10.1109@TVCG.2007.70556_08_06_T01.jpg,637,731,4.707406,1.147567,165.75065,1380.674794,165.602557,1482.72842,165.983842,1448.203039,165.574369,1079.231937,0.559193,0.028412,0.061892,0.007915,0.671136,0.020463
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_07_T01.jpg,641936,1,./image/2007/T01/10.1109@TVCG.2007.70556/10.1109@TVCG.2007.70556_08_07_T01.jpg,424,1514,5.393425,3.570755,168.775216,2016.705837,170.315567,2204.108796,169.272088,2126.958722,162.727062,1671.351186,0.464168,0.062974,0.115888,0.017983,0.692208,0.029284
10.1109@TVCG.2007.70556,10.1109@TVCG.2007.70556_08_08_T01.jpg,1373130,1,./image/2007/T01/10.1109@TVCG.2007.70556/10.1109@TVCG.2007.70556_08_08_T01.jpg,990,1387,4.967382,1.40101,173.133737,2201.125717,173.005553,2257.796866,173.159622,2249.040205,173.958225,2042.560252,0.500027,0.059968,0.061105,0.008509,0.699726,0.030999
allpaper,10.1109@TVCG.2007.70569,,7,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_01_T01.jpg,192640,1,./image/2007/T01/10.1109@TVCG.2007.70569/10.1109@TVCG.2007.70569_07_01_T01.jpg,344,560,1.976496,1.627907,243.735086,1332.72903,243.664654,1335.120497,243.737246,1332.688475,243.883586,1327.512286,0.046906,0.026502,0.00103,0.000031,0.956415,0.020415
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_02_T01.jpg,572928,1,./image/2007/T01/10.1109@TVCG.2007.70569/10.1109@TVCG.2007.70569_07_02_T01.jpg,768,746,3.523655,0.971354,226.787188,1615.671771,226.448482,1627.166535,226.787582,1615.758602,227.530894,1584.783613,0.235725,0.089592,0.005611,0.000138,0.892281,0.024372
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_03_T01.jpg,432896,1,./image/2007/T01/10.1109@TVCG.2007.70569/10.1109@TVCG.2007.70569_07_03_T01.jpg,608,712,6.591269,1.171053,189.644894,5413.797387,195.832909,5742.111793,187.474763,5778.511885,184.521442,6268.565479,0.307016,0.087541,0.15563,0.057388,0.803253,0.073949
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_04_T01.jpg,286848,1,./image/2007/T01/10.1109@TVCG.2007.70569/10.1109@TVCG.2007.70569_07_04_T01.jpg,432,664,5.645214,1.537037,222.067164,1954.305375,221.541308,1973.197156,222.278182,1968.979715,222.529709,1945.685584,0.320419,0.08008,0.019546,0.002621,0.878972,0.028788
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_05_T01.jpg,1079392,1,./image/2007/T01/10.1109@TVCG.2007.70569/10.1109@TVCG.2007.70569_07_05_T01.jpg,712,1516,5.631231,2.129213,87.774493,6104.870564,90.536268,6247.156999,87.324221,6257.178743,83.069715,5574.57032,0.592412,0.146748,0.132663,0.023841,0.363133,0.097437
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_06_T01.jpg,1106560,1,./image/2007/T01/10.1109@TVCG.2007.70569/10.1109@TVCG.2007.70569_07_06_T01.jpg,728,1520,6.14919,2.087912,114.859812,6278.705861,121.87579,7165.388667,113.083648,6622.700632,105.947901,6174.254363,0.53291,0.133169,0.149248,0.053158,0.492719,0.110959
10.1109@TVCG.2007.70569,10.1109@TVCG.2007.70569_07_07_T01.jpg,1052798,1,./image/2007/T01/10.1109@TVCG.2007.70569/10.1109@TVCG.2007.70569_07_07_T01.jpg,694,1517,5.301344,2.185879,102.37728,7760.330231,104.103711,7808.751633,102.164145,7928.078212,99.484416,7550.644857,0.558076,0.15344,0.119611,0.020434,0.420699,0.121577
allpaper,10.1109@TVCG.2007.70576,,11,,,,,,,,,,,,,,,,,,,
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_01_T01.jpg,1207330,1,./image/2007/T01/10.1109@TVCG.2007.70576/10.1109@TVCG.2007.70576_11_01_T01.jpg,785,1538,4.787325,1.959236,196.459509,6976.310683,199.271863,6663.957477,195.553574,7293.261331,193.695149,7892.313863,0.075203,0.03171,0.140028,0.074546,0.804515,0.086131
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_02_T01.jpg,187659,1,./image/2007/T01/10.1109@TVCG.2007.70576/10.1109@TVCG.2007.70576_11_02_T01.jpg,261,719,2.508313,2.754789,225.324253,3216.747597,220.767887,4600.366026,226.761195,2915.921123,229.883182,2253.924912,0.133914,0.057491,0.091465,0.033087,0.914715,0.031164
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_03_T01.jpg,480792,1,./image/2007/T01/10.1109@TVCG.2007.70576/10.1109@TVCG.2007.70576_11_03_T01.jpg,312,1541,6.363952,4.939103,171.469742,4770.694164,182.478146,4238.249677,168.690777,4980.744555,156.864869,5800.440105,0.095862,0.025918,0.170764,0.024932,0.716978,0.065166
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_04_T01.jpg,151250,1,./image/2007/T01/10.1109@TVCG.2007.70576/10.1109@TVCG.2007.70576_11_04_T01.jpg,242,625,3.549477,2.582645,219.144959,3022.797617,209.504853,5190.080827,221.955332,2535.3269,230.007398,1438.172832,0.166166,0.066277,0.116697,0.049715,0.902251,0.02214
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_05_T01.jpg,155628,1,./image/2007/T01/10.1109@TVCG.2007.70576/10.1109@TVCG.2007.70576_11_05_T01.jpg,297,524,3.367871,1.76431,215.698692,4793.614187,201.85793,8370.400707,220.324948,3950.910973,228.1697,2892.804142,0.153738,0.062091,0.160306,0.092992,0.895283,0.044574
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_06_T01.jpg,155015,1,./image/2007/T01/10.1109@TVCG.2007.70576/10.1109@TVCG.2007.70576_11_06_T01.jpg,301,515,4.230915,1.710963,195.340315,4253.852523,178.128607,7088.353969,200.381124,3613.841635,214.565674,2126.483551,0.303729,0.08,0.213109,0.064251,0.842024,0.032842
10.1109@TVCG.2007.70576,10.1109@TVCG.2007.70576_11_07_T01.jpg,377982,1,./image/2007/T01/10.1109@TVCG.2007.70576/10.1109@TVCG.2007.70576_11_07_T01.jpg,506,747,2.459437,1.476285,221.839715,3435.075578,212.494542,5579.719108,224.543388,2946.001582,232.445439,1774.849959,0.159377,0.065037,0.116541,0.047559,0.911986,0.027344
